date,Encoded Products,Monterrey total $,Monterrey ctdad
2022-07-18,5,35730.17000000001,14.0
2022-07-18,40,15686.02,3.5
2022-07-18,107,12574.975,3.5
2022-07-18,273,10134.215,3.5
2022-07-18,273,123724.335,38.5
2022-07-18,245,15010.73,3.5
2022-07-18,273,18162.69,3.5
2022-07-18,273,27915.16,3.5
2022-07-18,37,22256.5,3.5
2022-07-18,21,51341.465,7.0
2022-07-18,20,64058.295,7.0
2022-07-18,12,38271.59,3.5
2022-07-18,212,0.0,0.0
2022-07-18,273,40621.42000000001,3.5
2022-07-18,45,84452.55,3.5
2022-07-18,16,0.0,0.0
2022-07-18,8,222140.275,10.5
2022-07-18,131,21254.52,3.5
2022-07-18,122,0.0,0.0
2022-07-18,134,115447.185,10.5
2022-07-18,273,472206.245,7.0
2022-07-19,78,0.0,0.0
2022-07-19,15,39784.185,7.0
2022-07-19,9,0.0,0.0
2022-07-19,10,0.0,0.0
2022-07-19,4,0.0,0.0
2022-07-19,3,11462.5,3.5
2022-07-19,2,0.0,0.0
2022-07-19,29,0.0,0.0
2022-07-19,19,0.0,0.0
2022-07-19,27,19428.92,3.5
2022-07-19,273,0.0,0.0
2022-07-19,273,10627.19,3.5
2022-07-19,71,0.0,0.0
2022-07-19,252,26671.96,3.5
2022-07-19,36,17599.05,7.0
2022-07-19,48,0.0,0.0
2022-07-19,136,13138.65,3.5
2022-07-19,1,24911.425,17.5
2022-07-19,0,29221.325,14.0
2022-07-19,5,18048.24,7.0
2022-07-19,273,30402.645,10.5
2022-07-19,273,35025.725,10.5
2022-07-19,273,0.0,0.0
2022-07-19,273,0.0,0.0
2022-07-19,120,0.0,0.0
2022-07-19,138,0.0,0.0
2022-07-19,21,23974.3,3.5
2022-07-19,244,20248.41,3.5
2022-07-19,178,26594.575,3.5
2022-07-19,208,224715.68,14.0
2022-07-19,201,68618.515,3.5
2022-07-19,62,193247.985,10.5
2022-07-19,273,0.0,0.0
2022-07-19,268,0.0,0.0
2022-07-19,52,0.0,0.0
2022-07-19,33,0.0,0.0
2022-07-19,168,44937.69,3.5
2022-07-19,31,0.0,0.0
2022-07-19,273,91062.3,3.5
2022-07-19,128,76486.76000000001,3.5
2022-07-19,122,0.0,0.0
2022-07-19,148,0.0,0.0
2022-07-19,134,0.0,0.0
2022-07-19,273,141825.145,7.0
2022-07-19,273,144977.42,3.5
2022-07-20,22,10467.695,3.5
2022-07-20,88,0.0,0.0
2022-07-20,11,13659.73,3.5
2022-07-20,6,35806.82,7.0
2022-07-20,225,21357.7,3.5
2022-07-20,24,0.0,0.0
2022-07-20,222,0.0,0.0
2022-07-20,113,0.0,0.0
2022-07-20,3,9800.455,3.5
2022-07-20,86,9207.1,3.5
2022-07-20,2,23811.06,7.0
2022-07-20,165,15811.25,3.5
2022-07-20,19,0.0,0.0
2022-07-20,273,0.0,0.0
2022-07-20,172,29535.485,3.5
2022-07-20,38,5551.0,3.5
2022-07-20,81,0.0,0.0
2022-07-20,34,0.0,0.0
2022-07-20,46,0.0,0.0
2022-07-20,48,0.0,0.0
2022-07-20,273,0.0,0.0
2022-07-20,1,20627.145,14.0
2022-07-20,0,7280.42,3.5
2022-07-20,5,0.0,0.0
2022-07-20,107,11913.125,3.5
2022-07-20,273,0.0,0.0
2022-07-20,273,30193.345,7.0
2022-07-20,245,14260.19,3.5
2022-07-20,273,19010.145,3.5
2022-07-20,95,0.0,0.0
2022-07-20,62,0.0,0.0
2022-07-20,73,0.0,0.0
2022-07-20,59,56447.79,3.5
2022-07-20,8,65865.94,3.5
2022-07-20,131,42509.04,7.0
2022-07-20,122,30169.405,3.5
2022-07-20,148,29148.525,3.5
2022-07-20,134,36423.38,3.5
2022-07-21,22,0.0,0.0
2022-07-21,167,0.0,0.0
2022-07-21,32,19876.92,3.5
2022-07-21,24,30522.415,3.5
2022-07-21,273,13670.055,3.5
2022-07-21,113,0.0,0.0
2022-07-21,9,80112.935,10.5
2022-07-21,4,40150.81,3.5
2022-07-21,3,9800.455,3.5
2022-07-21,2,37749.39,10.5
2022-07-21,29,10375.715,3.5
2022-07-21,13,0.0,0.0
2022-07-21,19,10953.565,3.5
2022-07-21,7,0.0,0.0
2022-07-21,273,0.0,0.0
2022-07-21,186,17016.93,3.5
2022-07-21,38,5551.0,3.5
2022-07-21,34,32435.06,3.5
2022-07-21,36,0.0,0.0
2022-07-21,48,22512.35,7.0
2022-07-21,1,6031.34,3.5
2022-07-21,0,7280.42,3.5
2022-07-21,5,9449.335,3.5
2022-07-21,273,20268.43,7.0
2022-07-21,273,96550.125,31.5
2022-07-21,245,0.0,0.0
2022-07-21,273,27915.16,3.5
2022-07-21,138,0.0,0.0
2022-07-21,21,0.0,0.0
2022-07-21,273,0.0,0.0
2022-07-21,273,19915.665,3.5
2022-07-21,60,14394.065,3.5
2022-07-21,151,0.0,0.0
2022-07-21,33,83762.665,3.5
2022-07-21,170,32270.0,3.5
2022-07-21,77,68602.87,7.0
2022-07-21,31,47536.825,3.5
2022-07-21,83,53372.27,3.5
2022-07-21,154,91435.505,3.5
2022-07-21,53,0.0,0.0
2022-07-21,131,21254.52,3.5
2022-07-21,122,0.0,0.0
2022-07-21,134,34715.1,3.5
2022-07-22,22,21135.94,7.0
2022-07-22,11,0.0,0.0
2022-07-22,142,0.0,0.0
2022-07-22,6,17903.41,3.5
2022-07-22,273,0.0,0.0
2022-07-22,15,21119.77,3.5
2022-07-22,9,0.0,0.0
2022-07-22,10,0.0,0.0
2022-07-22,109,0.0,0.0
2022-07-22,3,0.0,0.0
2022-07-22,2,27849.15,7.0
2022-07-22,28,9658.565,3.5
2022-07-22,273,18207.665,3.5
2022-07-22,186,0.0,0.0
2022-07-22,273,22821.68,3.5
2022-07-22,38,5843.145,3.5
2022-07-22,163,0.0,0.0
2022-07-22,46,0.0,0.0
2022-07-22,273,0.0,0.0
2022-07-22,36,8799.525,3.5
2022-07-22,17,7280.035000000001,3.5
2022-07-22,0,0.0,0.0
2022-07-22,5,17336.375,7.0
2022-07-22,273,19761.735,7.0
2022-07-22,273,11227.685,3.5
2022-07-22,120,48986.735,3.5
2022-07-22,195,13437.9,3.5
2022-07-22,37,0.0,0.0
2022-07-22,273,19010.145,3.5
2022-07-22,244,20248.41,3.5
2022-07-22,273,15888.635,3.5
2022-07-22,31,0.0,0.0
2022-07-22,83,0.0,0.0
2022-07-22,122,51915.5,7.0
2022-07-22,148,29148.525,3.5
2022-07-22,134,36423.38,3.5
2022-07-23,63,0.0,0.0
2022-07-23,271,11630.78,3.5
2022-07-23,76,36034.985,7.0
2022-07-23,93,24823.4,3.5
2022-07-23,142,0.0,0.0
2022-07-23,32,0.0,0.0
2022-07-23,273,19938.835,3.5
2022-07-23,15,62817.09,10.5
2022-07-23,9,101475.08,14.0
2022-07-23,10,81031.755,10.5
2022-07-23,4,72653.84000000001,7.0
2022-07-23,127,0.0,0.0
2022-07-23,86,0.0,0.0
2022-07-23,23,0.0,0.0
2022-07-23,28,0.0,0.0
2022-07-23,99,0.0,0.0
2022-07-23,165,17568.04,3.5
2022-07-23,18,0.0,0.0
2022-07-23,19,32860.695,10.5
2022-07-23,94,0.0,0.0
2022-07-23,7,13548.815,3.5
2022-07-23,273,25486.93,7.0
2022-07-23,273,14259.56,3.5
2022-07-23,273,18207.665,3.5
2022-07-23,248,15778.56,3.5
2022-07-23,186,0.0,0.0
2022-07-23,273,21680.61,3.5
2022-07-23,38,0.0,0.0
2022-07-23,71,0.0,0.0
2022-07-23,273,0.0,0.0
2022-07-23,36,78069.565,35.0
2022-07-23,48,9800.56,3.5
2022-07-23,1,5156.795,3.5
2022-07-23,0,14560.84,7.0
2022-07-23,40,0.0,0.0
2022-07-23,273,10134.215,3.5
2022-07-23,273,21893.97,7.0
2022-07-23,245,14260.19,3.5
2022-07-23,273,18162.69,3.5
2022-07-23,273,21848.435,3.5
2022-07-23,138,18492.67,3.5
2022-07-23,21,0.0,0.0
2022-07-23,12,32722.235,3.5
2022-07-23,244,0.0,0.0
2022-07-23,273,0.0,0.0
2022-07-23,50,0.0,0.0
2022-07-23,273,0.0,0.0
2022-07-23,73,0.0,0.0
2022-07-23,59,45246.425,3.5
2022-07-23,114,53531.275,3.5
2022-07-23,45,76007.295,3.5
2022-07-23,133,36113.805,3.5
2022-07-23,174,39906.02,3.5
2022-07-23,16,97291.28499999999,7.0
2022-07-23,8,142269.82,7.0
2022-07-23,128,0.0,0.0
2022-07-23,122,0.0,0.0
2022-07-23,273,83691.58,3.5
2022-07-24,271,12242.895,3.5
2022-07-24,110,0.0,0.0
2022-07-24,93,0.0,0.0
2022-07-24,11,13728.75,3.5
2022-07-24,142,0.0,0.0
2022-07-24,6,20939.66,3.5
2022-07-24,9,81723.53,10.5
2022-07-24,10,26520.83,3.5
2022-07-24,4,38241.0,3.5
2022-07-24,2,24826.375,7.0
2022-07-24,25,13922.895,3.5
2022-07-24,106,0.0,0.0
2022-07-24,18,0.0,0.0
2022-07-24,273,0.0,0.0
2022-07-24,19,0.0,0.0
2022-07-24,7,0.0,0.0
2022-07-24,273,0.0,0.0
2022-07-24,273,0.0,0.0
2022-07-24,273,0.0,0.0
2022-07-24,273,10627.19,3.5
2022-07-24,38,5551.0,3.5
2022-07-24,34,29840.265,3.5
2022-07-24,47,80175.445,3.5
2022-07-24,48,20726.16,7.0
2022-07-24,273,0.0,0.0
2022-07-24,211,0.0,0.0
2022-07-24,1,0.0,0.0
2022-07-24,0,21841.26,10.5
2022-07-24,5,8976.87,3.5
2022-07-24,40,14117.39,3.5
2022-07-24,273,10134.215,3.5
2022-07-24,273,21332.57,7.0
2022-07-24,245,14260.19,3.5
2022-07-24,273,0.0,0.0
2022-07-24,273,0.0,0.0
2022-07-24,273,19732.475,3.5
2022-07-24,273,25553.71,3.5
2022-07-24,21,0.0,0.0
2022-07-24,273,39341.82,3.5
2022-07-24,273,0.0,0.0
2022-07-24,64,0.0,0.0
2022-07-24,151,34875.54,3.5
2022-07-24,59,0.0,0.0
2022-07-24,45,0.0,0.0
2022-07-24,53,0.0,0.0
2022-07-24,131,21254.485,3.5
2022-07-24,148,29148.525,3.5
2022-07-24,134,32781.035,3.5
2022-07-25,22,0.0,0.0
2022-07-25,32,0.0,0.0
2022-07-25,9,0.0,0.0
2022-07-25,10,0.0,0.0
2022-07-25,4,0.0,0.0
2022-07-25,2,13924.575,3.5
2022-07-25,29,0.0,0.0
2022-07-25,19,10953.565,3.5
2022-07-25,273,27648.11,7.0
2022-07-25,273,14259.56,3.5
2022-07-25,273,10794.98,3.5
2022-07-25,273,11231.325,3.5
2022-07-25,273,0.0,0.0
2022-07-25,186,34315.47,7.0
2022-07-25,34,0.0,0.0
2022-07-25,46,32311.16,3.5
2022-07-25,171,45792.075,3.5
2022-07-25,251,0.0,0.0
2022-07-25,36,15679.93,7.0
2022-07-25,48,20632.78,7.0
2022-07-25,136,12380.2,3.5
2022-07-25,1,5156.795,3.5
2022-07-25,0,43701.665,21.0
2022-07-25,5,17953.74,7.0
2022-07-25,273,0.0,0.0
2022-07-25,273,22455.37,7.0
2022-07-25,273,0.0,0.0
2022-07-25,273,21924.98,3.5
2022-07-25,273,0.0,0.0
2022-07-25,21,26638.115,3.5
2022-07-25,20,0.0,0.0
2022-07-25,12,24800.02,3.5
2022-07-25,273,20222.615,3.5
2022-07-25,273,0.0,0.0
2022-07-25,73,0.0,0.0
2022-07-25,64,40480.475,3.5
2022-07-25,151,34875.54,3.5
2022-07-25,59,45246.425,3.5
2022-07-25,33,77689.88500000001,3.5
2022-07-25,273,43930.425,3.5
2022-07-25,131,40596.08,7.0
2022-07-25,122,25794.86,3.5
2022-07-25,134,0.0,0.0
2022-07-25,273,0.0,0.0
2022-07-26,22,20411.965,7.0
2022-07-26,11,13659.73,3.5
2022-07-26,142,14263.41,3.5
2022-07-26,24,0.0,0.0
2022-07-26,9,0.0,0.0
2022-07-26,10,27922.3,3.5
2022-07-26,4,38241.0,3.5
2022-07-26,3,11462.5,3.5
2022-07-26,2,11905.53,3.5
2022-07-26,25,0.0,0.0
2022-07-26,23,0.0,0.0
2022-07-26,273,9078.125,3.5
2022-07-26,99,0.0,0.0
2022-07-26,13,16432.325,3.5
2022-07-26,273,0.0,0.0
2022-07-26,19,0.0,0.0
2022-07-26,7,14260.82,3.5
2022-07-26,273,0.0,0.0
2022-07-26,273,22462.65,7.0
2022-07-26,273,39025.105,7.0
2022-07-26,273,26622.75,3.5
2022-07-26,69,0.0,0.0
2022-07-26,48,0.0,0.0
2022-07-26,1,0.0,0.0
2022-07-26,0,0.0,0.0
2022-07-26,5,0.0,0.0
2022-07-26,273,9627.52,3.5
2022-07-26,273,11227.685,3.5
2022-07-26,273,0.0,0.0
2022-07-26,273,14881.44,3.5
2022-07-26,273,0.0,0.0
2022-07-26,273,0.0,0.0
2022-07-26,21,23972.76,3.5
2022-07-26,273,19010.145,3.5
2022-07-26,20,0.0,0.0
2022-07-26,12,67167.1,7.0
2022-07-26,273,0.0,0.0
2022-07-26,273,0.0,0.0
2022-07-26,73,0.0,0.0
2022-07-26,60,0.0,0.0
2022-07-26,101,0.0,0.0
2022-07-26,8,80425.13500000001,3.5
2022-07-26,131,21254.52,3.5
2022-07-26,122,25794.86,3.5
2022-07-26,273,65933.28,3.5
2022-07-26,273,493001.3199999999,7.0
2022-07-27,22,60259.395,21.0
2022-07-27,11,0.0,0.0
2022-07-27,6,0.0,0.0
2022-07-27,225,0.0,0.0
2022-07-27,10,27916.665,3.5
2022-07-27,25,13922.895,3.5
2022-07-27,23,0.0,0.0
2022-07-27,29,0.0,0.0
2022-07-27,13,0.0,0.0
2022-07-27,273,12743.465,3.5
2022-07-27,273,27806.135,7.0
2022-07-27,273,0.0,0.0
2022-07-27,273,20596.59,3.5
2022-07-27,163,22203.895,3.5
2022-07-27,143,0.0,0.0
2022-07-27,46,39452.07,3.5
2022-07-27,273,0.0,0.0
2022-07-27,61,0.0,0.0
2022-07-27,273,27152.16,3.5
2022-07-27,90,0.0,0.0
2022-07-27,1,0.0,0.0
2022-07-27,17,7280.035000000001,3.5
2022-07-27,118,0.0,0.0
2022-07-27,0,36029.35,17.5
2022-07-27,5,8976.87,3.5
2022-07-27,273,21335.195,7.0
2022-07-27,273,34763.12,10.5
2022-07-27,245,14260.19,3.5
2022-07-27,273,0.0,0.0
2022-07-27,273,29739.185,7.0
2022-07-27,273,19732.475,3.5
2022-07-27,273,27915.16,3.5
2022-07-27,37,0.0,0.0
2022-07-27,20,85037.435,10.5
2022-07-27,12,0.0,0.0
2022-07-27,268,26290.565,3.5
2022-07-27,52,15566.915,3.5
2022-07-27,101,0.0,0.0
2022-07-27,79,75939.815,3.5
2022-07-27,8,0.0,0.0
2022-07-27,122,25794.86,3.5
2022-07-27,148,0.0,0.0
2022-07-27,134,76474.16,7.0
2022-07-27,273,307601.07,21.0
2022-07-27,273,43807.33,3.5
2022-07-27,273,207018.385,3.5
2022-07-28,22,20935.39,7.0
2022-07-28,273,0.0,0.0
2022-07-28,9,0.0,0.0
2022-07-28,4,38238.9,3.5
2022-07-28,3,19600.91,7.0
2022-07-28,2,0.0,0.0
2022-07-28,273,16198.21,3.5
2022-07-28,99,12560.765,3.5
2022-07-28,13,0.0,0.0
2022-07-28,14,0.0,0.0
2022-07-28,18,0.0,0.0
2022-07-28,273,13861.33,3.5
2022-07-28,38,4823.805,3.5
2022-07-28,47,89427.17,3.5
2022-07-28,36,34730.71,14.0
2022-07-28,48,0.0,0.0
2022-07-28,136,0.0,0.0
2022-07-28,90,0.0,0.0
2022-07-28,1,0.0,0.0
2022-07-28,0,0.0,0.0
2022-07-28,5,0.0,0.0
2022-07-28,40,14117.39,3.5
2022-07-28,273,33839.995,10.5
2022-07-28,273,71955.52,21.0
2022-07-28,273,0.0,0.0
2022-07-28,37,0.0,0.0
2022-07-28,21,25173.015,3.5
2022-07-28,12,0.0,0.0
2022-07-28,273,18958.52,3.5
2022-07-28,151,40790.085,3.5
2022-07-28,119,59738.34999999999,3.5
2022-07-28,168,74378.78,7.0
2022-07-28,45,76007.295,3.5
2022-07-28,122,25794.86,3.5
2022-07-28,134,31142.02,3.5
2022-07-28,272,329596.855,3.5
2022-07-29,22,10467.695,3.5
2022-07-29,167,11606.28,3.5
2022-07-29,11,13659.73,3.5
2022-07-29,9,0.0,0.0
2022-07-29,10,0.0,0.0
2022-07-29,4,0.0,0.0
2022-07-29,273,50615.39,3.5
2022-07-29,3,19600.91,7.0
2022-07-29,29,0.0,0.0
2022-07-29,13,0.0,0.0
2022-07-29,18,0.0,0.0
2022-07-29,7,15689.695,3.5
2022-07-29,273,29811.985,3.5
2022-07-29,248,16608.97,3.5
2022-07-29,81,7887.950000000001,3.5
2022-07-29,89,8750.7,3.5
2022-07-29,273,19680.85,3.5
2022-07-29,36,25361.315,10.5
2022-07-29,90,16236.885,3.5
2022-07-29,211,0.0,0.0
2022-07-29,273,20330.94,3.5
2022-07-29,273,3686.48,3.5
2022-07-29,1,30169.825,21.0
2022-07-29,84,0.0,0.0
2022-07-29,0,21743.05,10.5
2022-07-29,5,36105.65,14.0
2022-07-29,273,30252.215,10.5
2022-07-29,273,24711.19,7.0
2022-07-29,245,0.0,0.0
2022-07-29,273,32112.57,7.0
2022-07-29,273,0.0,0.0
2022-07-29,273,0.0,0.0
2022-07-29,12,0.0,0.0
2022-07-29,273,0.0,0.0
2022-07-29,43,0.0,0.0
2022-07-29,58,0.0,0.0
2022-07-29,273,22544.235,3.5
2022-07-29,60,15970.43,3.5
2022-07-29,33,78418.62,3.5
2022-07-29,8,0.0,0.0
2022-07-29,273,0.0,0.0
2022-07-29,131,0.0,0.0
2022-07-29,122,28660.94,3.5
2022-07-29,273,71604.855,3.5
2022-07-30,22,15303.645,3.5
2022-07-30,6,0.0,0.0
2022-07-30,32,0.0,0.0
2022-07-30,273,0.0,0.0
2022-07-30,273,21951.02,3.5
2022-07-30,15,20934.935,3.5
2022-07-30,9,0.0,0.0
2022-07-30,10,0.0,0.0
2022-07-30,4,78490.335,7.0
2022-07-30,127,0.0,0.0
2022-07-30,3,39201.82,14.0
2022-07-30,2,25830.105,7.0
2022-07-30,196,7504.49,3.5
2022-07-30,273,0.0,0.0
2022-07-30,99,12560.765,3.5
2022-07-30,19,11528.895,3.5
2022-07-30,27,15855.105,3.5
2022-07-30,273,32443.39,7.0
2022-07-30,273,33686.135,3.5
2022-07-30,273,0.0,0.0
2022-07-30,273,15279.32,3.5
2022-07-30,186,0.0,0.0
2022-07-30,273,27307.84,3.5
2022-07-30,38,5551.0,3.5
2022-07-30,71,0.0,0.0
2022-07-30,273,27152.16,3.5
2022-07-30,36,0.0,0.0
2022-07-30,48,0.0,0.0
2022-07-30,273,13048.315,3.5
2022-07-30,273,18814.075,3.5
2022-07-30,1,5161.52,3.5
2022-07-30,0,21855.96,10.5
2022-07-30,5,26926.095,10.5
2022-07-30,107,10751.615,3.5
2022-07-30,273,19602.17,7.0
2022-07-30,273,59725.22500000001,17.5
2022-07-30,245,29308.16,7.0
2022-07-30,273,17481.94,3.5
2022-07-30,273,19721.66,3.5
2022-07-30,273,25207.21,3.5
2022-07-30,273,26094.565,3.5
2022-07-30,37,0.0,0.0
2022-07-30,20,0.0,0.0
2022-07-30,12,39223.905,3.5
2022-07-30,145,0.0,0.0
2022-07-30,150,136088.96,7.0
2022-07-30,62,0.0,0.0
2022-07-30,273,38422.93,7.0
2022-07-30,58,29069.145,3.5
2022-07-30,273,0.0,0.0
2022-07-30,268,33657.645,3.5
2022-07-30,52,12744.83,3.5
2022-07-30,54,70995.12,3.5
2022-07-30,83,53372.27,3.5
2022-07-30,8,219410.485,10.5
2022-07-30,131,22763.65,3.5
2022-07-30,122,28828.625,3.5
2022-07-30,273,61819.34500000001,3.5
2022-07-30,273,504826.0,14.0
2022-07-30,273,207044.285,3.5
2022-07-30,273,97238.36499999999,3.5
2022-07-30,173,38021.025,3.5
2022-07-30,273,0.0,0.0
2022-07-30,67,34242.67000000001,3.5
2022-07-30,112,15475.74,3.5
2022-07-31,167,11606.28,3.5
2022-07-31,273,0.0,0.0
2022-07-31,273,0.0,0.0
2022-07-31,41,0.0,0.0
2022-07-31,9,56887.04,7.0
2022-07-31,10,53052.37,7.0
2022-07-31,4,72730.315,7.0
2022-07-31,127,8742.755,3.5
2022-07-31,86,9207.1,3.5
2022-07-31,106,0.0,0.0
2022-07-31,49,13548.815,3.5
2022-07-31,99,0.0,0.0
2022-07-31,14,0.0,0.0
2022-07-31,18,0.0,0.0
2022-07-31,94,10574.375,3.5
2022-07-31,7,12834.745,3.5
2022-07-31,185,0.0,0.0
2022-07-31,273,0.0,0.0
2022-07-31,273,0.0,0.0
2022-07-31,273,33686.135,3.5
2022-07-31,273,10922.17,3.5
2022-07-31,248,0.0,0.0
2022-07-31,186,0.0,0.0
2022-07-31,273,0.0,0.0
2022-07-31,71,7584.43,3.5
2022-07-31,80,6106.065000000001,3.5
2022-07-31,55,0.0,0.0
2022-07-31,273,36294.405,3.5
2022-07-31,36,16995.335,7.0
2022-07-31,48,31492.125,10.5
2022-07-31,273,0.0,0.0
2022-07-31,0,7285.32,3.5
2022-07-31,5,0.0,0.0
2022-07-31,273,29403.22,10.5
2022-07-31,273,83665.19,24.5
2022-07-31,273,0.0,0.0
2022-07-31,273,41634.6,7.0
2022-07-31,273,25207.21,3.5
2022-07-31,273,26094.565,3.5
2022-07-31,120,0.0,0.0
2022-07-31,21,0.0,0.0
2022-07-31,20,27813.065,3.5
2022-07-31,12,0.0,0.0
2022-07-31,273,0.0,0.0
2022-07-31,50,77873.73999999999,7.0
2022-07-31,101,47880.105,3.5
2022-07-31,77,79111.02500000001,7.0
2022-07-31,16,57560.125,3.5
2022-07-31,83,59302.53000000001,3.5
2022-07-31,8,161102.76,7.0
2022-07-31,122,0.0,0.0
2022-07-31,148,32909.345,3.5
2022-07-31,134,82896.555,7.0
2022-07-31,273,0.0,0.0
2022-08-01,22,10467.695,3.5
2022-08-01,6,0.0,0.0
2022-08-01,15,19888.19,3.5
2022-08-01,9,26708.885,3.5
2022-08-01,10,0.0,0.0
2022-08-01,4,0.0,0.0
2022-08-01,86,21537.075,7.0
2022-08-01,57,0.0,0.0
2022-08-01,14,0.0,0.0
2022-08-01,94,0.0,0.0
2022-08-01,7,22456.735,3.5
2022-08-01,273,18816.56,3.5
2022-08-01,273,40689.25,7.0
2022-08-01,273,24214.785,3.5
2022-08-01,186,23489.62,3.5
2022-08-01,38,0.0,0.0
2022-08-01,81,7809.059999999999,3.5
2022-08-01,273,31031.735,3.5
2022-08-01,184,12068.98,7.0
2022-08-01,273,30172.45,17.5
2022-08-01,48,20632.78,7.0
2022-08-01,90,0.0,0.0
2022-08-01,273,3686.48,3.5
2022-08-01,1,5613.51,3.5
2022-08-01,0,14570.64,7.0
2022-08-01,5,0.0,0.0
2022-08-01,273,19602.17,7.0
2022-08-01,273,45537.20499999999,14.0
2022-08-01,273,18453.19,3.5
2022-08-01,273,0.0,0.0
2022-08-01,273,102043.48,14.0
2022-08-01,21,71922.90000000001,10.5
2022-08-01,176,108084.69,3.5
2022-08-01,273,20222.615,3.5
2022-08-01,58,36558.06,3.5
2022-08-01,273,27862.975,3.5
2022-08-01,273,18571.56,3.5
2022-08-01,273,8203.895,3.5
2022-08-01,273,10367.98,3.5
2022-08-01,273,34772.36,3.5
2022-08-01,101,45486.105,3.5
2022-08-01,77,0.0,0.0
2022-08-01,131,0.0,0.0
2022-08-01,134,152711.16,14.0
2022-08-01,273,0.0,0.0
2022-08-02,63,12137.685,3.5
2022-08-02,100,17147.69,3.5
2022-08-02,273,18221.105,3.5
2022-08-02,273,19938.835,3.5
2022-08-02,10,27922.3,3.5
2022-08-02,4,34414.975,3.5
2022-08-02,3,19600.875,7.0
2022-08-02,2,0.0,0.0
2022-08-02,26,0.0,0.0
2022-08-02,7,13548.815,3.5
2022-08-02,27,0.0,0.0
2022-08-02,273,39566.52,7.0
2022-08-02,273,0.0,0.0
2022-08-02,273,0.0,0.0
2022-08-02,186,23489.62,3.5
2022-08-02,273,38849.51,3.5
2022-08-02,38,0.0,0.0
2022-08-02,163,0.0,0.0
2022-08-02,273,19680.85,3.5
2022-08-02,36,0.0,0.0
2022-08-02,0,21127.435,10.5
2022-08-02,5,27854.575,10.5
2022-08-02,40,0.0,0.0
2022-08-02,273,9801.085,3.5
2022-08-02,273,13483.505,3.5
2022-08-02,245,13593.125,3.5
2022-08-02,273,17609.515,3.5
2022-08-02,273,42795.515,7.0
2022-08-02,120,48986.735,3.5
2022-08-02,138,18492.67,3.5
2022-08-02,21,0.0,0.0
2022-08-02,178,0.0,0.0
2022-08-02,200,0.0,0.0
2022-08-02,62,0.0,0.0
2022-08-02,273,0.0,0.0
2022-08-02,268,49696.605,3.5
2022-08-02,52,16204.16,3.5
2022-08-02,59,0.0,0.0
2022-08-02,98,54323.29,3.5
2022-08-02,8,0.0,0.0
2022-08-02,131,22763.65,3.5
2022-08-02,148,36565.935,3.5
2022-08-02,134,0.0,0.0
2022-08-02,272,321356.945,3.5
2022-08-02,112,17195.255,3.5
2022-08-03,100,0.0,0.0
2022-08-03,273,23320.255,3.5
2022-08-03,42,0.0,0.0
2022-08-03,9,0.0,0.0
2022-08-03,187,18648.98,3.5
2022-08-03,10,27922.3,3.5
2022-08-03,4,0.0,0.0
2022-08-03,273,60518.395,3.5
2022-08-03,196,0.0,0.0
2022-08-03,29,9260.335,3.5
2022-08-03,226,0.0,0.0
2022-08-03,14,0.0,0.0
2022-08-03,18,0.0,0.0
2022-08-03,273,0.0,0.0
2022-08-03,19,0.0,0.0
2022-08-03,94,10574.375,3.5
2022-08-03,27,0.0,0.0
2022-08-03,273,0.0,0.0
2022-08-03,273,0.0,0.0
2022-08-03,273,33686.135,3.5
2022-08-03,273,0.0,0.0
2022-08-03,273,12775.98,3.5
2022-08-03,38,6938.75,3.5
2022-08-03,184,6034.490000000001,3.5
2022-08-03,36,49286.475,21.0
2022-08-03,136,12384.085,3.5
2022-08-03,90,15425.06,3.5
2022-08-03,1,0.0,0.0
2022-08-03,0,17041.675,7.0
2022-08-03,5,0.0,0.0
2022-08-03,273,9801.085,3.5
2022-08-03,273,13483.505,3.5
2022-08-03,245,0.0,0.0
2022-08-03,273,0.0,0.0
2022-08-03,273,14444.745,3.5
2022-08-03,273,0.0,0.0
2022-08-03,273,0.0,0.0
2022-08-03,37,57087.94,10.5
2022-08-03,21,0.0,0.0
2022-08-03,12,0.0,0.0
2022-08-03,178,26594.575,3.5
2022-08-03,50,39935.245,3.5
2022-08-03,273,36386.77,3.5
2022-08-03,273,27154.47,3.5
2022-08-03,59,0.0,0.0
2022-08-03,33,0.0,0.0
2022-08-03,16,257694.325,17.5
2022-08-03,83,62423.69,3.5
2022-08-03,8,70121.45,3.5
2022-08-03,128,76937.63,3.5
2022-08-03,122,0.0,0.0
2022-08-03,134,0.0,0.0
2022-08-03,273,655640.23,10.5
2022-08-04,100,17678.01,3.5
2022-08-04,93,0.0,0.0
2022-08-04,88,0.0,0.0
2022-08-04,15,0.0,0.0
2022-08-04,9,52082.34500000001,7.0
2022-08-04,10,27922.3,3.5
2022-08-04,4,36326.92000000001,3.5
2022-08-04,29,0.0,0.0
2022-08-04,273,38932.075,10.5
2022-08-04,273,69783.34999999999,14.0
2022-08-04,273,25489.24,3.5
2022-08-04,273,0.0,0.0
2022-08-04,186,0.0,0.0
2022-08-04,55,47646.34,3.5
2022-08-04,223,0.0,0.0
2022-08-04,70,27105.785,3.5
2022-08-04,69,42484.015,3.5
2022-08-04,273,21866.81,3.5
2022-08-04,36,16570.47,7.0
2022-08-04,48,20577.06,7.0
2022-08-04,273,15261.19,3.5
2022-08-04,1,7129.185,3.5
